Country,Product,Flow,2021
Switzerland,"Coal, peat and oil shale",Transport (PJ),0
Switzerland,"Coal, peat and oil shale",Residential (PJ),0.100010092
Switzerland,"Coal, peat and oil shale",Commercial and public services (PJ),0
Switzerland,"Coal, peat and oil shale",Other final consumption (PJ),0
Switzerland,"Crude, NGL and feedstocks",Production (PJ),0
Switzerland,"Crude, NGL and feedstocks",Imports (PJ),101.0787346
Switzerland,"Crude, NGL and feedstocks",Exports (PJ),0
Switzerland,"Crude, NGL and feedstocks",Total energy supply (PJ),101.5271911
Switzerland,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Switzerland,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-101.6691739
Switzerland,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Switzerland,"Crude, NGL and feedstocks",Industry (PJ),0
Switzerland,"Crude, NGL and feedstocks",Transport (PJ),0
Switzerland,"Crude, NGL and feedstocks",Residential (PJ),0
Switzerland,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Switzerland,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Switzerland,Oil products,Production (PJ),0
Switzerland,Oil products,Imports (PJ),261.335057
Switzerland,Oil products,Exports (PJ),-16.12239128
Switzerland,Oil products,Total energy supply (PJ),225.7830667
Switzerland,Oil products,"Electricity, CHP and heat plants (PJ)",-0.486774115
Switzerland,Oil products,"Oil refineries, transformation (PJ)",101.8855059
Switzerland,Oil products,Total final consumption (PJ),331.6842371
Switzerland,Oil products,Industry (PJ),9.746866213
Switzerland,Oil products,Transport (PJ),202.7957888
Switzerland,Oil products,Residential (PJ),65.66568328
Switzerland,Oil products,Commercial and public services (PJ),29.8214041
Switzerland,Oil products,Other final consumption (PJ),23.65448634
Switzerland,Natural gas,Production (PJ),0
Switzerland,Natural gas,Imports (PJ),129.7505774
Switzerland,Natural gas,Exports (PJ),0
Switzerland,Natural gas,Total energy supply (PJ),129.7505774
Switzerland,Natural gas,"Electricity, CHP and heat plants (PJ)",-6.289628674
Switzerland,Natural gas,"Oil refineries, transformation (PJ)",0
Switzerland,Natural gas,Total final consumption (PJ),124.4093385
Switzerland,Natural gas,Industry (PJ),40.30992425
Switzerland,Natural gas,Transport (PJ),0.671491544
Switzerland,Natural gas,Residential (PJ),54.16710181
Switzerland,Natural gas,Commercial and public services (PJ),26.73762912
Switzerland,Natural gas,Other final consumption (PJ),2.52318758
Switzerland,Nuclear,Production (PJ),212.7620014
Switzerland,Nuclear,Imports (PJ),0
Switzerland,Nuclear,Exports (PJ),0
Switzerland,Nuclear,Total energy supply (PJ),212.7620014
Switzerland,Nuclear,"Electricity, CHP and heat plants (PJ)",-212.7620014
Switzerland,Nuclear,"Oil refineries, transformation (PJ)",0
Switzerland,Nuclear,Total final consumption (PJ),0
Switzerland,Nuclear,Industry (PJ),0
Switzerland,Nuclear,Transport (PJ),0
Switzerland,Nuclear,Residential (PJ),0
Switzerland,Nuclear,Commercial and public services (PJ),0
Switzerland,Nuclear,Other final consumption (PJ),0
Switzerland,Renewables and waste,Production (PJ),263.5533325
Switzerland,Renewables and waste,Imports (PJ),7.896015911
Switzerland,Renewables and waste,Exports (PJ),-0.090397199
Switzerland,Renewables and waste,Total energy supply (PJ),271.4775967
Switzerland,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-203.8214501
Switzerland,Renewables and waste,"Oil refineries, transformation (PJ)",0
Switzerland,Renewables and waste,Total final consumption (PJ),66.46479686
Switzerland,Renewables and waste,Industry (PJ),21.89206126
Switzerland,Renewables and waste,Transport (PJ),6.762946414
Switzerland,Renewables and waste,Residential (PJ),24.33538981
Switzerland,Renewables and waste,Commercial and public services (PJ),12.31317365
Switzerland,Renewables and waste,Other final consumption (PJ),1.161229914
Switzerland,Electricity,Production (PJ),0
Switzerland,Electricity,Imports (PJ),113.5152012
Switzerland,Electricity,Exports (PJ),-104.8283992
Switzerland,Electricity,Total energy supply (PJ),8.686801948
Switzerland,Electricity,"Electricity, CHP and heat plants (PJ)",227.2026054
Switzerland,Electricity,"Oil refineries, transformation (PJ)",0
Switzerland,Electricity,Total final consumption (PJ),209.2199979
Switzerland,Electricity,Industry (PJ),62.49999774
Switzerland,Electricity,Transport (PJ),12.20999833
Switzerland,Electricity,Residential (PJ),72.47999754
Switzerland,Electricity,Commercial and public services (PJ),58.54999896
Switzerland,Electricity,Other final consumption (PJ),3.480001171
Switzerland,Heat,Production (PJ),0
Switzerland,Heat,Imports (PJ),0
Switzerland,Heat,Exports (PJ),0
Switzerland,Heat,Total energy supply (PJ),0
Switzerland,Heat,"Electricity, CHP and heat plants (PJ)",25.81963554
Switzerland,Heat,"Oil refineries, transformation (PJ)",0
Switzerland,Heat,Total final consumption (PJ),23.08963678
Switzerland,Heat,Industry (PJ),7.859875453
Switzerland,Heat,Transport (PJ),0
Switzerland,Heat,Residential (PJ),9.599850918
Switzerland,Heat,Commercial and public services (PJ),5.629910411
Switzerland,Heat,Other final consumption (PJ),0
Republic of Turkiye,"Coal, peat and oil shale",Production (PJ),718.083381
Republic of Turkiye,"Coal, peat and oil shale",Imports (PJ),1003.493003
Republic of Turkiye,"Coal, peat and oil shale",Exports (PJ),-12.94021812
Republic of Turkiye,"Coal, peat and oil shale",Total energy supply (PJ),1721.196314
Republic of Turkiye,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-1019.50943
Republic of Turkiye,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Republic of Turkiye,"Coal, peat and oil shale",Total final consumption (PJ),538.2202492
Republic of Turkiye,"Coal, peat and oil shale",Industry (PJ),356.3193306
Republic of Turkiye,"Coal, peat and oil shale",Transport (PJ),0
Republic of Turkiye,"Coal, peat and oil shale",Residential (PJ),37.90142568
Republic of Turkiye,"Coal, peat and oil shale",Commercial and public services (PJ),143.9994971
Republic of Turkiye,"Coal, peat and oil shale",Other final consumption (PJ),0
Republic of Turkiye,"Crude, NGL and feedstocks",Production (PJ),147.3030498
Republic of Turkiye,"Crude, NGL and feedstocks",Imports (PJ),1361.060217
Republic of Turkiye,"Crude, NGL and feedstocks",Exports (PJ),-24.95830611
Republic of Turkiye,"Crude, NGL and feedstocks",Total energy supply (PJ),1465.643467
Republic of Turkiye,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Republic of Turkiye,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-1630.533275
Republic of Turkiye,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Republic of Turkiye,"Crude, NGL and feedstocks",Industry (PJ),0
Republic of Turkiye,"Crude, NGL and feedstocks",Transport (PJ),0
Republic of Turkiye,"Crude, NGL and feedstocks",Residential (PJ),0
Republic of Turkiye,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Republic of Turkiye,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Republic of Turkiye,Oil products,Production (PJ),0
Republic of Turkiye,Oil products,Imports (PJ),775.0587287
Republic of Turkiye,Oil products,Exports (PJ),-291.3037234
Republic of Turkiye,Oil products,Total energy supply (PJ),352.58401
Republic of Turkiye,Oil products,"Electricity, CHP and heat plants (PJ)",-3.322987798
Republic of Turkiye,Oil products,"Oil refineries, transformation (PJ)",1594.291756
Republic of Turkiye,Oil products,Total final consumption (PJ),1738.933651
Republic of Turkiye,Oil products,Industry (PJ),139.4305009
Republic of Turkiye,Oil products,Transport (PJ),1229.845173
Republic of Turkiye,Oil products,Residential (PJ),17.77925039
Republic of Turkiye,Oil products,Commercial and public services (PJ),18.72725495
Republic of Turkiye,Oil products,Other final consumption (PJ),333.151476
Republic of Turkiye,Natural gas,Production (PJ),13.59735313
Republic of Turkiye,Natural gas,Imports (PJ),2023.725611
Republic of Turkiye,Natural gas,Exports (PJ),-13.19879489
Republic of Turkiye,Natural gas,Total energy supply (PJ),2056.454689
Republic of Turkiye,Natural gas,"Electricity, CHP and heat plants (PJ)",-706.241214
Republic of Turkiye,Natural gas,"Oil refineries, transformation (PJ)",0
Republic of Turkiye,Natural gas,Total final consumption (PJ),1250.222349
Republic of Turkiye,Natural gas,Industry (PJ),461.2756198
Republic of Turkiye,Natural gas,Transport (PJ),10.80477846
Republic of Turkiye,Natural gas,Residential (PJ),574.9656826
Republic of Turkiye,Natural gas,Commercial and public services (PJ),164.5512967
Republic of Turkiye,Natural gas,Other final consumption (PJ),38.6249759
Republic of Turkiye,Nuclear,Production (PJ),0
Republic of Turkiye,Nuclear,Imports (PJ),0
Republic of Turkiye,Nuclear,Exports (PJ),0
Republic of Turkiye,Nuclear,Total energy supply (PJ),0
Republic of Turkiye,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Republic of Turkiye,Nuclear,"Oil refineries, transformation (PJ)",0
Republic of Turkiye,Nuclear,Total final consumption (PJ),0
Republic of Turkiye,Nuclear,Industry (PJ),0
Republic of Turkiye,Nuclear,Transport (PJ),0
Republic of Turkiye,Nuclear,Residential (PJ),0
Republic of Turkiye,Nuclear,Commercial and public services (PJ),0
Republic of Turkiye,Nuclear,Other final consumption (PJ),0
Republic of Turkiye,Renewables and waste,Production (PJ),1085.711769
Republic of Turkiye,Renewables and waste,Imports (PJ),0
Republic of Turkiye,Renewables and waste,Exports (PJ),0
Republic of Turkiye,Renewables and waste,Total energy supply (PJ),1085.711769
Republic of Turkiye,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-853.7910715
Republic of Turkiye,Renewables and waste,"Oil refineries, transformation (PJ)",0
Republic of Turkiye,Renewables and waste,Total final consumption (PJ),231.9206977
Republic of Turkiye,Renewables and waste,Industry (PJ),57.70481802
Republic of Turkiye,Renewables and waste,Transport (PJ),5.00542407
Republic of Turkiye,Renewables and waste,Residential (PJ),142.9675933
Republic of Turkiye,Renewables and waste,Commercial and public services (PJ),0
Republic of Turkiye,Renewables and waste,Other final consumption (PJ),26.2428624
Republic of Turkiye,Electricity,Production (PJ),0
Republic of Turkiye,Electricity,Imports (PJ),8.404029662
Republic of Turkiye,Electricity,Exports (PJ),-15.07097694
Republic of Turkiye,Electricity,Total energy supply (PJ),-6.666947276
Republic of Turkiye,Electricity,"Electricity, CHP and heat plants (PJ)",1205.003205
Republic of Turkiye,Electricity,"Oil refineries, transformation (PJ)",0
Republic of Turkiye,Electricity,Total final consumption (PJ),1017.314258
Republic of Turkiye,Electricity,Industry (PJ),479.8254088
Republic of Turkiye,Electricity,Transport (PJ),5.655956494
Republic of Turkiye,Electricity,Residential (PJ),221.3964935
Republic of Turkiye,Electricity,Commercial and public services (PJ),260.8566606
Republic of Turkiye,Electricity,Other final consumption (PJ),49.57973391
Republic of Turkiye,Heat,Production (PJ),0
Republic of Turkiye,Heat,Imports (PJ),0
Republic of Turkiye,Heat,Exports (PJ),0
Republic of Turkiye,Heat,Total energy supply (PJ),0
Republic of Turkiye,Heat,"Electricity, CHP and heat plants (PJ)",64.78239408
Republic of Turkiye,Heat,"Oil refineries, transformation (PJ)",0
Republic of Turkiye,Heat,Total final consumption (PJ),43.36448374
Republic of Turkiye,Heat,Industry (PJ),43.36448374
Republic of Turkiye,Heat,Transport (PJ),0
Republic of Turkiye,Heat,Residential (PJ),0
Republic of Turkiye,Heat,Commercial and public services (PJ),0
Republic of Turkiye,Heat,Other final consumption (PJ),0
United Kingdom,"Coal, peat and oil shale",Production (PJ),29.28161672
United Kingdom,"Coal, peat and oil shale",Imports (PJ),159.800832
United Kingdom,"Coal, peat and oil shale",Exports (PJ),-29.90982931
United Kingdom,"Coal, peat and oil shale",Total energy supply (PJ),235.8125
United Kingdom,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-83.139762
United Kingdom,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
United Kingdom,"Coal, peat and oil shale",Total final consumption (PJ),77.04623885
United Kingdom,"Coal, peat and oil shale",Industry (PJ),56.16590944
United Kingdom,"Coal, peat and oil shale",Transport (PJ),0.381806852
United Kingdom,"Coal, peat and oil shale",Residential (PJ),17.9533166
United Kingdom,"Coal, peat and oil shale",Commercial and public services (PJ),0.666253858
United Kingdom,"Coal, peat and oil shale",Other final consumption (PJ),1.878956291
United Kingdom,"Crude, NGL and feedstocks",Production (PJ),1777.368994
United Kingdom,"Crude, NGL and feedstocks",Imports (PJ),1808.002708
United Kingdom,"Crude, NGL and feedstocks",Exports (PJ),-1497.542901
United Kingdom,"Crude, NGL and feedstocks",Total energy supply (PJ),2094.226612
United Kingdom,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
United Kingdom,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-2112.137751
United Kingdom,"Crude, NGL and feedstocks",Total final consumption (PJ),0
United Kingdom,"Crude, NGL and feedstocks",Industry (PJ),0
United Kingdom,"Crude, NGL and feedstocks",Transport (PJ),0
United Kingdom,"Crude, NGL and feedstocks",Residential (PJ),0
United Kingdom,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
United Kingdom,"Crude, NGL and feedstocks",Other final consumption (PJ),0
United Kingdom,Oil products,Production (PJ),0
United Kingdom,Oil products,Imports (PJ),1065.539545
United Kingdom,Oil products,Exports (PJ),-776.7820407
United Kingdom,Oil products,Total energy supply (PJ),82.97158243
United Kingdom,Oil products,"Electricity, CHP and heat plants (PJ)",-15.79312876
United Kingdom,Oil products,"Oil refineries, transformation (PJ)",2064.043021
United Kingdom,Oil products,Total final consumption (PJ),1972.453066
United Kingdom,Oil products,Industry (PJ),101.5905625
United Kingdom,Oil products,Transport (PJ),1434.865974
United Kingdom,Oil products,Residential (PJ),92.7722239
United Kingdom,Oil products,Commercial and public services (PJ),88.87137397
United Kingdom,Oil products,Other final consumption (PJ),254.3529316
United Kingdom,Natural gas,Production (PJ),1179.295198
United Kingdom,Natural gas,Imports (PJ),1817.0928
United Kingdom,Natural gas,Exports (PJ),-245.2095005
United Kingdom,Natural gas,Total energy supply (PJ),2754.906299
United Kingdom,Natural gas,"Electricity, CHP and heat plants (PJ)",-913.0500045
United Kingdom,Natural gas,"Oil refineries, transformation (PJ)",0
United Kingdom,Natural gas,Total final consumption (PJ),1694.321999
United Kingdom,Natural gas,Industry (PJ),345.933902
United Kingdom,Natural gas,Transport (PJ),3.168900997
United Kingdom,Natural gas,Residential (PJ),1031.589902
United Kingdom,Natural gas,Commercial and public services (PJ),261.959401
United Kingdom,Natural gas,Other final consumption (PJ),51.6699017
United Kingdom,Nuclear,Production (PJ),500.7703866
United Kingdom,Nuclear,Imports (PJ),0
United Kingdom,Nuclear,Exports (PJ),0
United Kingdom,Nuclear,Total energy supply (PJ),500.7703866
United Kingdom,Nuclear,"Electricity, CHP and heat plants (PJ)",-500.7703866
United Kingdom,Nuclear,"Oil refineries, transformation (PJ)",0
United Kingdom,Nuclear,Total final consumption (PJ),0
United Kingdom,Nuclear,Industry (PJ),0
United Kingdom,Nuclear,Transport (PJ),0
United Kingdom,Nuclear,Residential (PJ),0
United Kingdom,Nuclear,Commercial and public services (PJ),0
United Kingdom,Nuclear,Other final consumption (PJ),0
United Kingdom,Renewables and waste,Production (PJ),707.2163323
United Kingdom,Renewables and waste,Imports (PJ),196.6457815
United Kingdom,Renewables and waste,Exports (PJ),-15.51890592
United Kingdom,Renewables and waste,Total energy supply (PJ),888.5291646
United Kingdom,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-695.4641145
United Kingdom,Renewables and waste,"Oil refineries, transformation (PJ)",0
United Kingdom,Renewables and waste,Total final consumption (PJ),172.0308558
United Kingdom,Renewables and waste,Industry (PJ),60.29100019
United Kingdom,Renewables and waste,Transport (PJ),57.82084262
United Kingdom,Renewables and waste,Residential (PJ),37.76399816
United Kingdom,Renewables and waste,Commercial and public services (PJ),11.33000834
United Kingdom,Renewables and waste,Other final consumption (PJ),4.825002298
United Kingdom,Electricity,Production (PJ),0
United Kingdom,Electricity,Imports (PJ),103.4745053
United Kingdom,Electricity,Exports (PJ),-14.99597042
United Kingdom,Electricity,Total energy supply (PJ),88.4785349
United Kingdom,Electricity,"Electricity, CHP and heat plants (PJ)",1099.520807
United Kingdom,Electricity,"Oil refineries, transformation (PJ)",0
United Kingdom,Electricity,Total final consumption (PJ),1029.741932
United Kingdom,Electricity,Industry (PJ),307.122467
United Kingdom,Electricity,Transport (PJ),19.88680596
United Kingdom,Electricity,Residential (PJ),394.0212427
United Kingdom,Electricity,Commercial and public services (PJ),294.7325032
United Kingdom,Electricity,Other final consumption (PJ),13.97891715
